"variable","estimated_beta","std_error","ci_lower","ci_upper","true_beta","bias","relative_bias","within_ci","sim_number","x_correlation","y_correlation","method"
"covariate_y_3",-2.00330454676975,0.688294249484859,-3.35236127576007,-0.654247817779426,-0.6,-1.40330454676975,233.884091128292,FALSE,1,0.6,0.2,"Dasymetric_Normal"
"covariate_y_4",1.390138511495,0.818777979289187,-0.214666327911808,2.9949433509018,0.3,1.090138511495,363.379503831666,TRUE,1,0.6,0.2,"Dasymetric_Normal"
"covariate_x_1",-0.277198986613619,0.367347546177477,-0.989320212998829,0.466574986652832,0.5,-0.777198986613619,-155.439797322724,FALSE,2,0.6,0.2,"ABRM_Normal"
"covariate_x_2",-0.044852407815064,0.351567914605492,-0.746792616220611,0.649192504893936,-0.3,0.255147592184936,-85.0491973949787,TRUE,2,0.6,0.2,"ABRM_Normal"
"covariate_x_3",-0.0707829682905713,0.310377480882572,-0.698890957220245,0.51676113527284,0.8,-0.870782968290571,-108.847871036321,FALSE,2,0.6,0.2,"ABRM_Normal"
"covariate_y_1",0.390829879154947,0.284082484005669,-0.190729342892679,0.949994511476598,0.4,-0.00917012084505325,-2.29253021126331,TRUE,2,0.6,0.2,"ABRM_Normal"
"covariate_y_2",0.0925144836747559,0.272371888348715,-0.457385466284753,0.616623571298919,0.2,-0.107485516325244,-53.742758162622,TRUE,2,0.6,0.2,"ABRM_Normal"
"covariate_y_3",-0.500956578653304,0.261567882656776,-1.00012967827803,0.0362440819367804,-0.6,0.0990434213466955,-16.5072368911159,TRUE,2,0.6,0.2,"ABRM_Normal"
"covariate_y_4",0.0564190618535693,0.226918367547023,-0.377987714052692,0.500672074286283,0.3,-0.243580938146431,-81.1936460488102,TRUE,2,0.6,0.2,"ABRM_Normal"
"covariate_x_1",0.413307627735548,0.253405992727676,-0.0833681180106979,0.909983373481793,0.5,-0.0866923722644525,-17.3384744528905,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_x_2",0.0226449692879905,0.25533033562543,-0.477802488537851,0.523092427113832,-0.3,0.32264496928799,-107.548323095997,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_x_3",1.39451382025749,0.262668393115892,0.87968376975034,1.90934387076464,0.8,0.594513820257489,74.3142275321861,FALSE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_y_1",0.766636177871052,0.330611439390786,0.118637756665111,1.41463459907699,0.4,0.366636177871052,91.6590444677631,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_y_2",0.358007764354935,0.430426482232467,-0.4856281408207,1.20164366953057,0.2,0.158007764354935,79.0038821774674,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_y_3",-1.21932668054838,0.351511872380005,-1.90828995041319,-0.530363410683567,-0.6,-0.619326680548377,103.221113424729,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_y_4",0.939322247124197,0.387122564468185,0.180562020766554,1.69808247348184,0.3,0.639322247124197,213.107415708066,TRUE,2,0.6,0.2,"Dasymetric_Normal"
"covariate_x_1",0.0229221108426491,0.316407948882493,-0.593386235406573,0.638523600752064,0.5,-0.477077889157351,-95.4155778314702,TRUE,3,0.6,0.2,"ABRM_Normal"
"covariate_x_2",0.157716317616013,0.364682922553692,-0.570288043341358,0.872250576033457,-0.3,0.457716317616013,-152.572105872004,TRUE,3,0.6,0.2,"ABRM_Normal"
"covariate_x_3",-0.433600722296836,0.367777458466233,-1.14460036976564,0.305579819171951,0.8,-1.23360072229684,-154.200090287104,FALSE,3,0.6,0.2,"ABRM_Normal"
"covariate_y_1",0.0495260221368425,0.174041070126313,-0.293657543040598,0.388907752863817,0.4,-0.350473977863158,-87.6184944657894,FALSE,3,0.6,0.2,"ABRM_Normal"
"covariate_y_2",0.507845816625359,0.34351279558393,-0.18994881645243,1.1630385435784,0.2,0.307845816625359,153.922908312679,TRUE,3,0.6,0.2,"ABRM_Normal"
"covariate_y_3",-0.315322109442172,0.26307499206632,-0.825716805715281,0.206158452526492,-0.6,0.284677890557828,-47.4463150929713,TRUE,3,0.6,0.2,"ABRM_Normal"
"covariate_y_4",0.0745059653332097,0.202836025000445,-0.315934873481363,0.502369565442543,0.3,-0.22549403466679,-75.1646782222634,TRUE,3,0.6,0.2,"ABRM_Normal"
"covariate_x_1",0.185484897596405,0.539647080214596,-0.872223379624204,1.24319317481701,0.5,-0.314515102403595,-62.903020480719,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_x_2",-0.292663477950568,0.441276129925204,-1.15756469260397,0.572237736702832,-0.3,0.00733652204943208,-2.44550734981069,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_x_3",0.295797574299022,0.479743311084218,-0.644499315426045,1.23609446402409,0.8,-0.504202425700978,-63.0253032126222,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_y_1",0.709376290347468,0.646204767223812,-0.557185053411205,1.97593763410614,0.4,0.309376290347467,77.3440725868669,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_y_2",0.905179268847269,0.977424297848374,-1.01057235493554,2.82093089263008,0.2,0.705179268847269,352.589634423635,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_y_3",-2.45446950718405,0.694770731952446,-3.81622014181084,-1.09271887255726,-0.6,-1.85446950718405,309.078251197342,FALSE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_y_4",0.851630413980618,0.681068913242421,-0.483264655974527,2.18652548393576,0.3,0.551630413980618,183.876804660206,TRUE,3,0.6,0.2,"Dasymetric_Normal"
"covariate_x_1",0.0659055802872021,0.30390379237265,-0.52948807933008,0.666445239903729,0.5,-0.434094419712798,-86.8188839425596,TRUE,4,0.6,0.2,"ABRM_Normal"
"covariate_x_2",-0.273893314346783,0.395241233271267,-1.06527819141909,0.508994915551418,-0.3,0.0261066856532171,-8.70222855107235,TRUE,4,0.6,0.2,"ABRM_Normal"
"covariate_x_3",0.295635545845355,0.256526009494732,-0.222242454401132,0.795707021008473,0.8,-0.504364454154645,-63.0455567693306,FALSE,4,0.6,0.2,"ABRM_Normal"
"covariate_y_1",-0.386888425514917,0.256743216188509,-0.89643188699136,0.118145751784548,0.4,-0.786888425514917,-196.722106378729,FALSE,4,0.6,0.2,"ABRM_Normal"
"covariate_y_2",0.324324966021356,0.278056879201936,-0.239428740968003,0.865781906448744,0.2,0.124324966021356,62.1624830106779,TRUE,4,0.6,0.2,"ABRM_Normal"
"covariate_y_3",-0.532620776802642,0.201777956853242,-0.916167646640722,-0.1234938822353,-0.6,0.0673792231973585,-11.2298705328931,TRUE,4,0.6,0.2,"ABRM_Normal"
"covariate_y_4",0.402113026756637,0.281331032973268,-0.155970219944914,0.95154725378014,0.3,0.102113026756637,34.0376755855456,TRUE,4,0.6,0.2,"ABRM_Normal"
"covariate_x_1",0.0162557827725185,0.38198430519848,-0.732433455416503,0.76494502096154,0.5,-0.483744217227482,-96.7488434454963,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_x_2",-0.703826446015931,0.395586747530248,-1.47917647117522,0.0715235791433558,-0.3,-0.403826446015931,134.608815338644,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_x_3",1.39976528420475,0.365095827599377,0.684177462109975,2.11535310629953,0.8,0.599765284204755,74.9706605255943,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_y_1",-0.218628941453252,0.682098309078692,-1.55554162724749,1.11828374434098,0.4,-0.618628941453252,-154.657235363313,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_y_2",1.10383185193679,0.664402333264838,-0.198396721262294,2.40606042513587,0.2,0.903831851936789,451.915925968395,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_y_3",-2.81837775917017,0.776904494935048,-4.34111056924287,-1.29564494909748,-0.6,-2.21837775917017,369.729626528362,FALSE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_y_4",1.17695952042051,0.75573558462341,-0.304282225441371,2.6582012662824,0.3,0.876959520420513,292.319840140171,TRUE,4,0.6,0.2,"Dasymetric_Normal"
"covariate_x_1",-0.196483133181078,0.263990500820413,-0.707156102243397,0.343519372301055,0.5,-0.696483133181078,-139.296626636216,FALSE,5,0.6,0.2,"ABRM_Normal"
"covariate_x_2",-0.21831457085945,0.233269189393192,-0.678786470793106,0.248075725336069,-0.3,0.0816854291405497,-27.2284763801832,TRUE,5,0.6,0.2,"ABRM_Normal"
"covariate_x_3",-0.210128957315067,0.362941822779627,-0.93770953847972,0.493851440312234,0.8,-1.01012895731507,-126.266119664383,FALSE,5,0.6,0.2,"ABRM_Normal"
"covariate_y_1",0.0751471364716486,0.214494451439042,-0.346188002964301,0.506197864427846,0.4,-0.324852863528351,-81.2132158820879,TRUE,5,0.6,0.2,"ABRM_Normal"
"covariate_y_2",0.185317775949954,0.182408279139262,-0.191725042601432,0.529998206220871,0.2,-0.0146822240500455,-7.34111202502276,TRUE,5,0.6,0.2,"ABRM_Normal"
"covariate_y_3",-0.213503983816145,0.178140024250223,-0.562897304645033,0.137470271255622,-0.6,0.386496016183855,-64.4160026973092,FALSE,5,0.6,0.2,"ABRM_Normal"
"covariate_y_4",-0.165507060840455,0.233588125019679,-0.609825890345453,0.311752854037452,0.3,-0.465507060840455,-155.169020280152,TRUE,5,0.6,0.2,"ABRM_Normal"
"covariate_x_1",0.85120227490674,0.410936673420701,0.0457663950021665,1.65663815481131,0.5,0.35120227490674,70.240454981348,TRUE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_x_2",0.245141863193492,0.396104191157196,-0.531222351474612,1.0215060778616,-0.3,0.545141863193492,-181.713954397831,TRUE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_x_3",0.7016791154554,0.395961086503742,-0.0744046140919344,1.47776284500273,0.8,-0.0983208845445999,-12.290110568075,TRUE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_y_1",1.63710094368888,0.828983823969427,0.0122926487087993,3.26190923866895,0.4,1.23710094368888,309.275235922219,TRUE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_y_2",-1.09789513524573,0.612182689912951,-2.29777320747511,0.101982936983655,0.2,-1.29789513524573,-648.947567622864,FALSE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_y_3",-1.98826209933652,0.624943054243311,-3.21315048565341,-0.763373713019632,-0.6,-1.38826209933652,231.377016556087,FALSE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_y_4",0.623998835096081,0.913687759540177,-1.16682917360267,2.41482684379483,0.3,0.323998835096081,107.999611698694,TRUE,5,0.6,0.2,"Dasymetric_Normal"
"covariate_x_1",0.35188597766412,0.37434629375859,-0.3813295145606,1.0877981574834,0.5,-0.14811402233588,-29.622804467176,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_x_2",-0.693277897551526,0.288833711979294,-1.2390104931073,-0.0975087399778146,-0.3,-0.393277897551526,131.092632517175,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_x_3",0.0388332640381542,0.311622297955169,-0.563821877845376,0.65670975309138,0.8,-0.761166735961846,-95.1458419952307,FALSE,1,0.6,0.6,"ABRM_Normal"
"covariate_y_1",0.140580251092034,0.221136186142453,-0.302024421134418,0.570408698208404,0.4,-0.259419748907966,-64.8549372269916,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_y_2",0.525030950207631,0.201502307102621,0.121256531307331,0.90894510771294,0.2,0.325030950207631,162.515475103816,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_y_3",-0.360868687587807,0.175929938107604,-0.704204790262175,-0.0108050305248725,-0.6,0.239131312412193,-39.8552187353654,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_y_4",-0.155741684143914,0.307142752674197,-0.756957636601891,0.462192446548571,0.3,-0.455741684143914,-151.913894714638,TRUE,1,0.6,0.6,"ABRM_Normal"
"covariate_x_1",-0.0694668280090242,0.362351907615582,-0.779676566935565,0.640742910917517,0.5,-0.569466828009024,-113.893365601805,TRUE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_x_2",0.0501250252042221,0.413307608914134,-0.75995788826748,0.860207938675924,-0.3,0.350125025204222,-116.708341734741,TRUE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_x_3",1.23175297548765,0.351199200912949,0.543402541698267,1.92010340927703,0.8,0.431752975487647,53.9691219359558,TRUE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_y_1",0.83055583939356,0.757825072944495,-0.65478130357765,2.31589298236477,0.4,0.43055583939356,107.63895984839,TRUE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_y_2",2.32973977366923,0.87268561964763,0.619275959159877,4.04020358817859,0.2,2.12973977366923,1064.86988683462,FALSE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_y_3",-2.14435908086957,0.529566870642449,-3.18231014732877,-1.10640801441037,-0.6,-1.54435908086957,257.393180144929,FALSE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_y_4",-0.844819005028556,0.542660462994044,-1.90843351249688,0.21879550243977,0.3,-1.14481900502856,-381.606335009519,FALSE,1,0.6,0.6,"Dasymetric_Normal"
"covariate_x_1",0.145025102660669,0.29984061216921,-0.452311409674675,0.726961008351598,0.5,-0.35497489733933,-70.9949794678661,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_x_2",-0.306510961975077,0.358396172481535,-1.01231858684511,0.385651492180915,-0.3,-0.00651096197507706,2.17032065835902,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_x_3",0.52119082548985,0.273843817136392,-0.0428324254720338,1.03817008490715,0.8,-0.27880917451015,-34.8511468137688,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_y_1",0.190464181474277,0.281394934852735,-0.364991073393386,0.747042317759198,0.4,-0.209535818525723,-52.3839546314307,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_y_2",-0.321018789608931,0.273224658411118,-0.837673017493474,0.230895082075456,0.2,-0.521018789608931,-260.509394804466,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_y_3",-0.139185113557242,0.188516049368058,-0.529114184818975,0.219062126744367,-0.6,0.460814886442758,-76.802481073793,FALSE,2,0.6,0.6,"ABRM_Normal"
"covariate_y_4",0.665160515556408,0.227928941177681,0.185786441116534,1.07996554121396,0.3,0.365160515556408,121.720171852136,TRUE,2,0.6,0.6,"ABRM_Normal"
"covariate_x_1",0.563832614522393,0.242390380422113,0.0887474688950513,1.03891776014973,0.5,0.0638326145223931,12.7665229044786,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_x_2",-0.266216610307613,0.239523572750159,-0.735682812897925,0.203249592282699,-0.3,0.033783389692387,-11.2611298974623,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_x_3",1.27103893466006,0.245064905503071,0.790711719874042,1.75136614944608,0.8,0.471038934660061,58.8798668325077,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_y_1",1.11672548913718,0.432292479146289,0.269432230010459,1.96401874826391,0.4,0.716725489137185,179.181372284296,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_y_2",-0.858525222588097,0.440355143462675,-1.72162130377494,0.00457085859874584,0.2,-1.0585252225881,-529.262611294049,FALSE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_y_3",-0.911418096309862,0.513711206220001,-1.91829206050106,0.0954558678813393,-0.6,-0.311418096309862,51.9030160516437,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_y_4",0.937892331847276,0.418792038787122,0.117059935824517,1.75872472787003,0.3,0.637892331847276,212.630777282425,TRUE,2,0.6,0.6,"Dasymetric_Normal"
"covariate_x_1",-0.212131965791,0.362360342338135,-0.879409736548374,0.512742773793362,0.5,-0.712131965791,-142.4263931582,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_x_2",-0.00133086645384133,0.452058756057959,-0.894992712669112,0.872045257393084,-0.3,0.298669133546159,-99.5563778487196,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_x_3",0.199170603591378,0.289086328000879,-0.380390610877045,0.759178225786241,0.8,-0.600829396408622,-75.1036745510777,FALSE,3,0.6,0.6,"ABRM_Normal"
"covariate_y_1",0.26884127942204,0.255749950523656,-0.249812161237659,0.764389723704331,0.4,-0.13115872057796,-32.7896801444901,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_y_2",0.143763680146403,0.255920386716353,-0.359171521562172,0.652374397261284,0.2,-0.0562363198535969,-28.1181599267984,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_y_3",-0.266866248487569,0.223660770997997,-0.693147639372129,0.185704057737166,-0.6,0.333133751512431,-55.5222919187386,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_y_4",0.0882726689460495,0.296885652861221,-0.516402604518396,0.658098697081914,0.3,-0.21172733105395,-70.5757770179835,TRUE,3,0.6,0.6,"ABRM_Normal"
"covariate_x_1",0.931111651540929,0.449328021064277,0.0504287302549467,1.81179457282691,0.5,0.431111651540929,86.2223303081858,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_x_2",-0.509915079194413,0.410650060825538,-1.31478919841247,0.294959040023641,-0.3,-0.209915079194413,69.9716930648043,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_x_3",0.395171312006229,0.426345175032841,-0.44046523105814,1.2308078550706,0.8,-0.404828687993771,-50.6035859992214,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_y_1",0.953200139765208,0.673603577528223,-0.367062872190109,2.27346315172053,0.4,0.553200139765208,138.300034941302,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_y_2",0.146678903726366,0.725282412550035,-1.2748746248717,1.56823243232443,0.2,-0.0533210962736341,-26.660548136817,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_y_3",-1.47799788162186,0.590632761726985,-2.63563809460675,-0.320357668636972,-0.6,-0.877997881621862,146.33298027031,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_y_4",0.540730663959805,0.569139174242972,-0.57478211755642,1.65624344547603,0.3,0.240730663959805,80.2435546532685,TRUE,3,0.6,0.6,"Dasymetric_Normal"
"covariate_x_1",0.306504368106421,0.327976821262762,-0.354256380193991,0.930522731677922,0.5,-0.193495631893579,-38.6991263787158,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_x_2",-0.0913323592545408,0.342458283151562,-0.770119305087281,0.572765933019059,-0.3,0.208667640745459,-69.5558802484864,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_x_3",0.201470523398906,0.296695153568739,-0.394186486380089,0.785264722120638,0.8,-0.598529476601094,-74.8161845751367,FALSE,4,0.6,0.6,"ABRM_Normal"
"covariate_y_1",0.431806899227429,0.213394192077613,0.00761818123374643,0.840983594191847,0.4,0.0318068992274287,7.95172480685717,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_y_2",0.259158361195529,0.253828861222656,-0.266754429377214,0.727046057478451,0.2,0.0591583611955287,29.5791805977643,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_y_3",-0.344966953045996,0.266280809901273,-0.846604428885336,0.20278188924112,-0.6,0.255033046954004,-42.5055078256673,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_y_4",-0.0818199647461972,0.20038056785241,-0.462663103405901,0.326342580592127,0.3,-0.381819964746197,-127.273321582066,TRUE,4,0.6,0.6,"ABRM_Normal"
"covariate_x_1",0.544553092670122,0.302284578319075,-0.0479246808352642,1.13703086617551,0.5,0.0445530926701219,8.91061853402437,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_x_2",-0.628678986905642,0.320168168667164,-1.25620859749328,-0.00114937631800061,-0.3,-0.328678986905642,109.559662301881,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_x_3",0.962174610964334,0.330425205657634,0.314541207875371,1.6098080140533,0.8,0.162174610964334,20.2718263705417,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_y_1",1.59982098857154,0.772380504844609,0.0859551990761092,3.11368677806697,0.4,1.19982098857154,299.955247142885,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_y_2",0.524432970379337,0.700936323300722,-0.849402223290079,1.89826816404875,0.2,0.324432970379337,162.216485189668,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_y_3",-2.14105569378916,0.800667835516948,-3.71036465140238,-0.571746736175944,-0.6,-1.54105569378916,256.842615631527,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_y_4",0.427727899461321,0.543635478758315,-0.637797638904977,1.49325343782762,0.3,0.127727899461321,42.5759664871071,TRUE,4,0.6,0.6,"Dasymetric_Normal"
"covariate_x_1",-0.0446132255482042,0.316214852406221,-0.675056644485727,0.562469052292929,0.5,-0.544613225548204,-108.922645109641,TRUE,5,0.6,0.6,"ABRM_Normal"
"covariate_x_2",-0.0482565472359318,0.4051294504565,-0.842321747474806,0.731065568716907,-0.3,0.251743452764068,-83.9144842546894,TRUE,5,0.6,0.6,"ABRM_Normal"
"covariate_x_3",-0.0881477183614582,0.338407854082646,-0.747847922823254,0.578864830151097,0.8,-0.888147718361458,-111.018464795182,FALSE,5,0.6,0.6,"ABRM_Normal"
"covariate_y_1",-0.195226061617173,0.238321731121524,-0.665327636029522,0.286939518151388,0.4,-0.595226061617173,-148.806515404293,FALSE,5,0.6,0.6,"ABRM_Normal"
"covariate_y_2",0.492483729476048,0.28421471154855,-0.0700829528929962,1.03869319412089,0.2,0.292483729476048,146.241864738024,TRUE,5,0.6,0.6,"ABRM_Normal"
"covariate_y_3",-0.327213389727532,0.243905446274103,-0.792956086400771,0.168897423378728,-0.6,0.272786610272468,-45.4644350454114,TRUE,5,0.6,0.6,"ABRM_Normal"
"covariate_y_4",-0.0989786891441295,0.289302619726213,-0.671575170189973,0.45521781235307,0.3,-0.39897868914413,-132.992896381377,TRUE,5,0.6,0.6,"ABRM_Normal"
"covariate_x_1",0.491986375525804,0.411668841284168,-0.314884553391166,1.29885730444277,0.5,-0.00801362447419612,-1.60272489483922,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_x_2",0.0632606023025842,0.385746940118778,-0.692803400330221,0.819324604935389,-0.3,0.363260602302584,-121.086867434195,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_x_3",0.827838563828017,0.411929193043857,0.0204573454620579,1.63521978219398,0.8,0.0278385638280174,3.47982047850218,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_y_1",-0.0673678380568149,0.591469521397715,-1.22664809999634,1.09191242388271,0.4,-0.467367838056815,-116.841959514204,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_y_2",0.561214868708959,0.84292058956658,-1.09090948684154,2.21333922425946,0.2,0.361214868708959,180.607434354479,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_y_3",-1.52658138840419,0.721645668209335,-2.94100689809448,-0.112155878713891,-0.6,-0.926581388404187,154.430231400698,TRUE,5,0.6,0.6,"Dasymetric_Normal"
"covariate_y_4",0.6665587955965,0.578791289394427,-0.467872131616578,1.80098972280958,0.3,0.3665587955965,122.186265198833,TRUE,5,0.6,0.6,"Dasymetric_Normal"
